contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Expiration Date
AAPL231117C00205000,2023-10-24 19:46:00+00:00,205.0,0.03,0.03,0.04,-0.01,-25.0,171.0,32328,0.2695385546875,False,REGULAR,USD,2023-11-17
AAPL231117C00210000,2023-10-24 19:34:08+00:00,210.0,0.02,0.01,0.02,0.0,0.0,259.0,14442,0.28125718749999995,False,REGULAR,USD,2023-11-17
AAPL231117C00215000,2023-10-24 19:34:36+00:00,215.0,0.02,0.01,0.02,0.0,0.0,10.0,14285,0.31055376953124997,False,REGULAR,USD,2023-11-17
AAPL231117C00220000,2023-10-24 19:55:47+00:00,220.0,0.01,0.01,0.02,0.0,0.0,9.0,7031,0.3398503515625,False,REGULAR,USD,2023-11-17
AAPL231117C00225000,2023-10-23 19:03:13+00:00,225.0,0.01,0.0,0.02,0.0,0.0,16.0,6910,0.367193828125,False,REGULAR,USD,2023-11-17
AAPL231117C00230000,2023-10-20 17:58:17+00:00,230.0,0.01,0.0,0.01,0.0,0.0,1.0,2075,0.367193828125,False,REGULAR,USD,2023-11-17
AAPL231117C00235000,2023-10-17 16:02:36+00:00,235.0,0.01,0.0,0.01,0.0,0.0,6.0,1045,0.398443515625,False,REGULAR,USD,2023-11-17
AAPL231117C00240000,2023-10-20 16:01:01+00:00,240.0,0.01,0.0,0.01,0.0,0.0,30.0,1746,0.42188078125,False,REGULAR,USD,2023-11-17
AAPL231117C00245000,2023-10-19 15:35:21+00:00,245.0,0.01,0.0,0.0,0.0,0.0,1.0,2953,0.2500075,False,REGULAR,USD,2023-11-17
AAPL231117C00250000,2023-10-23 15:46:19+00:00,250.0,0.01,0.0,0.01,0.0,0.0,4.0,2201,0.4687553125,False,REGULAR,USD,2023-11-17
AAPL231117C00255000,2023-10-04 18:00:09+00:00,255.0,0.01,0.0,0.01,0.0,0.0,2.0,686,0.49219257812500006,False,REGULAR,USD,2023-11-17
AAPL231117C00260000,2023-10-04 13:36:16+00:00,260.0,0.01,0.0,0.01,0.0,0.0,1.0,680,0.51562984375,False,REGULAR,USD,2023-11-17
AAPL231117C00265000,2023-10-04 13:36:22+00:00,265.0,0.01,0.0,0.01,0.0,0.0,1.0,3109,0.500005,False,REGULAR,USD,2023-11-17
AAPL231117C00270000,2023-09-29 14:44:00+00:00,270.0,0.01,0.0,0.01,0.0,0.0,1.0,2306,0.5312546875,False,REGULAR,USD,2023-11-17
AAPL231117C00275000,2023-10-03 17:24:36+00:00,275.0,0.01,0.0,0.01,0.0,0.0,1.0,1289,0.5468795312500001,False,REGULAR,USD,2023-11-17
AAPL231117C00280000,2023-09-28 15:04:17+00:00,280.0,0.01,0.0,0.01,0.0,0.0,14.0,559,0.5625043750000001,False,REGULAR,USD,2023-11-17
AAPL231117C00285000,2023-09-20 13:46:31+00:00,285.0,0.01,0.0,0.01,0.0,0.0,25.0,306,0.57812921875,False,REGULAR,USD,2023-11-17
AAPL231117C00290000,2023-09-28 15:09:04+00:00,290.0,0.01,0.0,0.01,0.0,0.0,69.0,2635,0.5937540625000001,False,REGULAR,USD,2023-11-17
AAPL231117C00300000,2023-09-26 15:12:43+00:00,300.0,0.01,0.0,0.01,0.0,0.0,5.0,2298,0.64062859375,False,REGULAR,USD,2023-11-17
AAPL231124C00050000,2023-10-19 13:45:15+00:00,50.0,126.23,123.25,123.8,0.0,0.0,,1,1.6679704101562502,True,REGULAR,USD,2023-11-24
AAPL231124C00100000,2023-10-19 17:20:27+00:00,100.0,78.02,73.6,73.75,0.0,0.0,,19,0.89257919921875,True,REGULAR,USD,2023-11-24
AAPL231124C00110000,2023-10-16 16:41:40+00:00,110.0,67.93,63.65,63.85,0.0,0.0,5.0,5,0.788088056640625,True,REGULAR,USD,2023-11-24
AAPL231124C00115000,2023-10-13 16:33:15+00:00,115.0,65.0,58.7,58.9,0.0,0.0,,1,0.7382838671874999,True,REGULAR,USD,2023-11-24
AAPL231124C00130000,2023-10-23 16:20:17+00:00,130.0,42.95,43.85,44.0,0.0,0.0,1.0,2,0.577152666015625,True,REGULAR,USD,2023-11-24
AAPL231124C00135000,2023-10-17 13:47:57+00:00,135.0,41.13,38.95,39.1,0.0,0.0,,1,0.5344284838867188,True,REGULAR,USD,2023-11-24
AAPL231124C00140000,2023-10-23 18:59:00+00:00,140.0,34.2,34.05,34.2,0.0,0.0,10.0,19,0.4995167236328125,True,REGULAR,USD,2023-11-24
AAPL231124C00145000,2023-10-23 18:45:44+00:00,145.0,29.4,29.2,29.35,0.0,0.0,17.0,52,0.4545952978515625,True,REGULAR,USD,2023-11-24
AAPL231124C00150000,2023-10-23 19:08:02+00:00,150.0,24.77,24.4,24.6,0.0,0.0,3.0,24,0.4155331884765625,True,REGULAR,USD,2023-11-24
AAPL231124C00155000,2023-10-24 14:37:37+00:00,155.0,19.3,19.8,19.95,-0.55000114,-2.7707865,5.0,21,0.37744763183593744,True,REGULAR,USD,2023-11-24
AAPL231124C00160000,2023-10-23 17:25:47+00:00,160.0,15.5,15.45,15.55,0.0,0.0,2.0,87,0.3469303588867187,True,REGULAR,USD,2023-11-24
AAPL231124C00165000,2023-10-24 13:59:23+00:00,165.0,11.55,11.4,11.5,-0.2699995,-2.2842598,28.0,54,0.32117378051757806,True,REGULAR,USD,2023-11-24
AAPL231124C00170000,2023-10-24 19:51:33+00:00,170.0,7.95,7.85,7.95,0.059999943,0.76045555,96.0,245,0.2995675512695312,True,REGULAR,USD,2023-11-24
AAPL231124C00175000,2023-10-24 19:57:36+00:00,175.0,4.96,4.9,5.0,-0.03999996,-0.7999992,412.0,703,0.27930408203124996,False,REGULAR,USD,2023-11-24
AAPL231124C00180000,2023-10-24 19:51:50+00:00,180.0,2.65,2.66,2.7,-0.049999952,-1.85185,496.0,1314,0.2564771618652344,False,REGULAR,USD,2023-11-24
AAPL231124C00185000,2023-10-24 19:55:28+00:00,185.0,1.25,1.23,1.26,-0.00999999,-0.79365003,395.0,2080,0.2399978344726562,False,REGULAR,USD,2023-11-24
AAPL231124C00190000,2023-10-24 19:55:14+00:00,190.0,0.51,0.49,0.53,-0.04000002,-7.272731,470.0,4734,0.231452998046875,False,REGULAR,USD,2023-11-24
AAPL231124C00195000,2023-10-24 19:55:28+00:00,195.0,0.2,0.2,0.21,-0.019999996,-9.090907,424.0,1729,0.22852333984375,False,REGULAR,USD,2023-11-24
AAPL231124C00200000,2023-10-24 19:38:26+00:00,200.0,0.1,0.09,0.1,-0.009999998,-9.090907,78.0,3255,0.23633576171874998,False,REGULAR,USD,2023-11-24
AAPL231124C00205000,2023-10-24 17:31:31+00:00,205.0,0.05,0.04,0.06,0.0,0.0,5.0,196,0.25098405273437496,False,REGULAR,USD,2023-11-24
AAPL231124C00210000,2023-10-24 14:40:36+00:00,210.0,0.03,0.02,0.04,-0.03,-50.0,5.0,69,0.26758544921875,False,REGULAR,USD,2023-11-24
AAPL231124C00215000,2023-10-24 14:14:23+00:00,215.0,0.02,0.01,0.03,0.0,0.0,1.0,27,0.28711650390624993,False,REGULAR,USD,2023-11-24
AAPL231124C00220000,2023-10-23 13:41:04+00:00,220.0,0.02,0.0,0.02,0.0,0.0,1.0,787,0.3007882421875,False,REGULAR,USD,2023-11-24
AAPL231124C00225000,2023-10-23 13:41:11+00:00,225.0,0.02,0.0,0.02,0.0,0.0,1.0,35,0.3242255078124999,False,REGULAR,USD,2023-11-24
AAPL231124C00230000,2023-10-19 15:22:43+00:00,230.0,0.02,0.0,0.02,0.0,0.0,5.0,7,0.34961587890624996,False,REGULAR,USD,2023-11-24
AAPL231124C00235000,2023-10-16 13:44:50+00:00,235.0,0.01,0.0,0.02,0.0,0.0,1.0,3,0.37305314453125,False,REGULAR,USD,2023-11-24
AAPL231124C00245000,2023-10-24 13:32:22+00:00,245.0,0.01,0.0,0.02,0.0,0.0,1.0,1,0.41797457031249996,False,REGULAR,USD,2023-11-24
AAPL231124C00265000,2023-10-17 14:03:38+00:00,265.0,0.01,0.0,0.01,0.0,0.0,,1,0.4687553125,False,REGULAR,USD,2023-11-24
AAPL231201C00130000,2023-10-16 15:54:47+00:00,130.0,49.15,44.05,44.2,0.0,0.0,,3,0.561527822265625,True,REGULAR,USD,2023-12-01
AAPL231201C00135000,2023-10-24 19:09:58+00:00,135.0,39.04,39.15,39.35,0.44000244,1.1399028,1.0,2,0.5202684692382812,True,REGULAR,USD,2023-12-01
AAPL231201C00140000,2023-10-24 19:43:39+00:00,140.0,34.5,34.3,34.45,-0.20000076,-0.5763711,1.0,11,0.485356708984375,True,REGULAR,USD,2023-12-01
AAPL231201C00150000,2023-10-23 19:23:14+00:00,150.0,24.7,24.75,24.9,0.0,0.0,11.0,12,0.40381455566406255,True,REGULAR,USD,2023-12-01
AAPL231201C00155000,2023-10-24 19:54:19+00:00,155.0,20.31,20.15,20.3,-0.8500004,-4.017015,1.0,1,0.36817038085937503,True,REGULAR,USD,2023-12-01
AAPL231201C00160000,2023-10-23 19:12:53+00:00,160.0,16.0,15.9,16.0,0.0,0.0,11.0,29,0.3417424224853516,True,REGULAR,USD,2023-12-01
AAPL231201C00165000,2023-10-23 18:48:02+00:00,165.0,12.2,11.9,12.0,0.0,0.0,2.0,45,0.3166572241210937,True,REGULAR,USD,2023-12-01
AAPL231201C00170000,2023-10-24 18:31:23+00:00,170.0,8.49,8.4,8.5,0.13000011,1.5550253,48.0,201,0.29651582397460935,True,REGULAR,USD,2023-12-01
AAPL231201C00175000,2023-10-24 19:48:47+00:00,175.0,5.47,5.4,5.5,0.0,0.0,276.0,586,0.2751537329101562,False,REGULAR,USD,2023-12-01
AAPL231201C00180000,2023-10-24 19:40:21+00:00,180.0,3.15,3.05,3.15,-0.049999952,-1.5624986,239.0,2452,0.2541578491210938,False,REGULAR,USD,2023-12-01
AAPL231201C00185000,2023-10-24 19:59:34+00:00,185.0,1.59,1.54,1.58,-0.01999998,-1.2422348,495.0,10324,0.23743438354492186,False,REGULAR,USD,2023-12-01
AAPL231201C00190000,2023-10-24 19:35:45+00:00,190.0,0.72,0.68,0.72,-0.03999996,-5.263153,166.0,2361,0.22779092529296874,False,REGULAR,USD,2023-12-01
AAPL231201C00195000,2023-10-24 18:38:14+00:00,195.0,0.3,0.29,0.31,-0.030000001,-9.090909,156.0,2839,0.22364057617187497,False,REGULAR,USD,2023-12-01
AAPL231201C00200000,2023-10-24 19:52:27+00:00,200.0,0.14,0.13,0.14,-0.019999996,-12.499998,242.0,764,0.225593681640625,False,REGULAR,USD,2023-12-01
AAPL231201C00205000,2023-10-24 14:26:32+00:00,205.0,0.06,0.06,0.08,-0.02,-25.0,1.0,446,0.2368240380859375,False,REGULAR,USD,2023-12-01
AAPL231201C00210000,2023-10-23 13:58:16+00:00,210.0,0.05,0.03,0.05,0.010000002,25.000006,10.0,112,0.2500075,False,REGULAR,USD,2023-12-01
AAPL231201C00215000,2023-10-24 16:35:10+00:00,215.0,0.03,0.02,0.04,-0.01,-25.0,4.0,33,0.26856200195312496,False,REGULAR,USD,2023-12-01
AAPL231201C00220000,2023-10-23 13:38:56+00:00,220.0,0.04,0.01,0.03,0.0,0.0,1.0,15,0.28321029296874994,False,REGULAR,USD,2023-12-01
AAPL231201C00225000,2023-10-24 15:59:26+00:00,225.0,0.01,0.0,0.06,-0.01,-50.0,10.0,20,0.33301448242187504,False,REGULAR,USD,2023-12-01
AAPL231201C00230000,2023-10-13 18:05:57+00:00,230.0,0.06,0.0,0.02,0.0,0.0,,1,0.31641308593749995,False,REGULAR,USD,2023-12-01
AAPL231201C00235000,2023-10-16 19:41:10+00:00,235.0,0.03,0.0,0.02,0.0,0.0,,2,0.33789724609375,False,REGULAR,USD,2023-12-01
AAPL231201C00240000,2023-10-17 19:10:16+00:00,240.0,0.02,0.0,0.02,0.0,0.0,1.0,101,0.35938140625,False,REGULAR,USD,2023-12-01
AAPL231201C00245000,2023-10-24 13:32:16+00:00,245.0,0.01,0.0,0.05,-0.01,-50.0,1.0,1,0.41602146484374997,False,REGULAR,USD,2023-12-01
AAPL231215C00065000,2023-10-23 18:43:55+00:00,65.0,108.5,108.25,109.15,0.0,0.0,2.0,33,1.1923868505859376,True,REGULAR,USD,2023-12-15
AAPL231215C00070000,2023-10-19 13:36:53+00:00,70.0,106.55,103.45,104.2,0.0,0.0,40.0,138,1.1757853710937498,True,REGULAR,USD,2023-12-15
AAPL231215C00075000,2023-09-22 13:35:35+00:00,75.0,100.1,97.65,99.0,0.0,0.0,1.0,241,1.1626018432617187,True,REGULAR,USD,2023-12-15
AAPL231215C00080000,2023-10-19 13:36:53+00:00,80.0,96.65,93.45,94.3,0.0,0.0,11.0,200,1.0366259106445317,True,REGULAR,USD,2023-12-15
AAPL231215C00085000,2023-10-20 19:57:31+00:00,85.0,88.36,88.65,89.25,0.0,0.0,410.0,562,0.989257919921875,True,REGULAR,USD,2023-12-15
AAPL231215C00090000,2023-10-23 15:47:30+00:00,90.0,83.1,83.8,84.05,0.0,0.0,6.0,822,0.9101571484375,True,REGULAR,USD,2023-12-15
AAPL231215C00095000,2023-10-20 19:30:12+00:00,95.0,79.01,78.85,79.1,0.0,0.0,100.0,579,0.8579115771484375,True,REGULAR,USD,2023-12-15
AAPL231215C00100000,2023-10-24 19:11:09+00:00,100.0,74.3,73.95,74.15,-0.039993286,-0.053797804,7.0,984,0.8125018749999999,True,REGULAR,USD,2023-12-15
AAPL231215C00105000,2023-10-23 15:38:12+00:00,105.0,68.7,69.0,69.25,0.0,0.0,3.0,230,0.7666038964843751,True,REGULAR,USD,2023-12-15
AAPL231215C00110000,2023-10-23 13:49:04+00:00,110.0,61.7,64.05,64.3,0.0,0.0,2.0,765,0.7150907397460937,True,REGULAR,USD,2023-12-15
AAPL231215C00115000,2023-10-23 19:10:53+00:00,115.0,59.45,59.15,59.35,0.0,0.0,9.0,1256,0.6689486230468751,True,REGULAR,USD,2023-12-15
AAPL231215C00120000,2023-10-23 19:13:07+00:00,120.0,54.25,54.2,54.45,0.0,0.0,6.0,196,0.6225623681640625,True,REGULAR,USD,2023-12-15
AAPL231215C00125000,2023-10-23 19:40:14+00:00,125.0,49.0,49.3,49.55,0.0,0.0,4.0,451,0.579105771484375,True,REGULAR,USD,2023-12-15
AAPL231215C00130000,2023-10-23 19:31:39+00:00,130.0,44.26,44.45,44.65,0.0,0.0,11.0,932,0.5378464184570313,True,REGULAR,USD,2023-12-15
AAPL231215C00135000,2023-10-23 19:54:38+00:00,135.0,39.35,39.5,39.8,0.0,0.0,17.0,2377,0.507817421875,True,REGULAR,USD,2023-12-15
AAPL231215C00140000,2023-10-24 19:11:15+00:00,140.0,34.8,34.75,35.0,-0.049999237,-0.14346984,11.0,5388,0.46851117431640626,True,REGULAR,USD,2023-12-15
AAPL231215C00145000,2023-10-24 14:08:49+00:00,145.0,29.04,30.2,30.35,-1.2099991,-3.999997,3.0,2795,0.43774976318359377,True,REGULAR,USD,2023-12-15
AAPL231215C00150000,2023-10-24 19:39:20+00:00,150.0,25.64,25.35,25.65,0.37999916,1.5043514,3.0,8715,0.39819937744140627,True,REGULAR,USD,2023-12-15
AAPL231215C00155000,2023-10-24 19:54:19+00:00,155.0,21.09,21.0,21.15,0.09000015,0.42857215,9.0,8338,0.3656069299316406,True,REGULAR,USD,2023-12-15
AAPL231215C00160000,2023-10-24 19:39:20+00:00,160.0,16.92,16.8,16.9,0.17000008,1.0149258,40.0,9954,0.33777517700195314,True,REGULAR,USD,2023-12-15
AAPL231215C00165000,2023-10-24 19:04:34+00:00,165.0,12.82,12.9,13.0,-0.13000011,-1.0038619,402.0,6391,0.31464308410644526,True,REGULAR,USD,2023-12-15
AAPL231215C00170000,2023-10-24 19:59:53+00:00,170.0,9.49,9.45,9.5,0.09000015,0.9574485,584.0,18569,0.2934640966796874,True,REGULAR,USD,2023-12-15
AAPL231215C00175000,2023-10-24 19:59:20+00:00,175.0,6.5,6.4,6.5,-0.01999998,-0.30674818,3085.0,24253,0.2739330419921875,False,REGULAR,USD,2023-12-15
AAPL231215C00180000,2023-10-24 19:57:57+00:00,180.0,4.1,4.0,4.1,0.049999714,1.2345607,3135.0,27304,0.25653819641113285,False,REGULAR,USD,2023-12-15
AAPL231215C00185000,2023-10-24 19:59:53+00:00,185.0,2.28,2.28,2.31,0.0,0.0,4581.0,22167,0.23963162719726558,False,REGULAR,USD,2023-12-15
AAPL231215C00190000,2023-10-24 19:58:31+00:00,190.0,1.21,1.17,1.21,-0.029999971,-2.4193525,1705.0,33440,0.22901161621093752,False,REGULAR,USD,2023-12-15
AAPL231215C00195000,2023-10-24 19:58:59+00:00,195.0,0.59,0.57,0.59,-0.030000031,-4.8387146,5187.0,29826,0.22205367797851558,False,REGULAR,USD,2023-12-15
AAPL231215C00200000,2023-10-24 19:53:08+00:00,200.0,0.3,0.28,0.29,-0.00999999,-3.2258034,963.0,47181,0.22071091796874998,False,REGULAR,USD,2023-12-15
AAPL231215C00205000,2023-10-24 19:52:12+00:00,205.0,0.16,0.15,0.16,-0.010000005,-5.882356,1621.0,47396,0.225593681640625,False,REGULAR,USD,2023-12-15
AAPL231215C00210000,2023-10-24 18:52:50+00:00,210.0,0.08,0.08,0.1,-0.020000003,-20.000004,93.0,20520,0.2348709326171875,False,REGULAR,USD,2023-12-15
AAPL231215C00215000,2023-10-24 17:32:25+00:00,215.0,0.06,0.06,0.07,-0.010000002,-14.285716,90.0,14376,0.247077841796875,False,REGULAR,USD,2023-12-15
AAPL231215C00220000,2023-10-24 16:36:27+00:00,220.0,0.04,0.04,0.05,0.0,0.0,32.0,18312,0.257819921875,False,REGULAR,USD,2023-12-15
AAPL231215C00225000,2023-10-24 14:21:20+00:00,225.0,0.03,0.03,0.04,-0.01,-25.0,1.0,18382,0.27246821289062495,False,REGULAR,USD,2023-12-15
AAPL231215C00230000,2023-10-24 15:09:51+00:00,230.0,0.02,0.01,0.0,0.0,0.0,14.0,12624,0.12500875,False,REGULAR,USD,2023-12-15
AAPL231215C00235000,2023-10-24 13:44:42+00:00,235.0,0.02,0.01,0.03,0.0,0.0,50.0,11140,0.30274134765625,False,REGULAR,USD,2023-12-15
AAPL231215C00240000,2023-10-24 14:28:05+00:00,240.0,0.01,0.0,0.02,0.0,0.0,6.0,3310,0.3086006640625,False,REGULAR,USD,2023-12-15
AAPL231215C00245000,2023-10-24 19:36:46+00:00,245.0,0.02,0.0,0.02,0.01,100.0,124.0,1733,0.3242255078124999,False,REGULAR,USD,2023-12-15
AAPL231215C00250000,2023-10-24 14:02:33+00:00,250.0,0.01,0.0,0.02,0.0,0.0,32.0,4480,0.34180345703125,False,REGULAR,USD,2023-12-15
AAPL231215C00255000,2023-10-23 15:44:24+00:00,255.0,0.01,0.0,0.02,0.0,0.0,5.0,493,0.35938140625,False,REGULAR,USD,2023-12-15
AAPL231215C00260000,2023-10-11 17:01:45+00:00,260.0,0.02,0.0,0.03,0.0,0.0,11.0,1792,0.38867798828125,False,REGULAR,USD,2023-12-15
AAPL231215C00265000,2023-10-13 13:30:02+00:00,265.0,0.01,0.0,0.03,0.0,0.0,1.0,1826,0.4062559375,False,REGULAR,USD,2023-12-15
AAPL231215C00270000,2023-10-18 13:37:28+00:00,270.0,0.01,0.0,0.05,0.0,0.0,5.0,1063,0.44336494140625,False,REGULAR,USD,2023-12-15
AAPL231215C00275000,2023-10-12 13:34:31+00:00,275.0,0.01,0.0,0.02,0.0,0.0,14.0,1112,0.41797457031249996,False,REGULAR,USD,2023-12-15
AAPL231215C00280000,2023-10-12 13:34:40+00:00,280.0,0.01,0.0,0.02,0.0,0.0,15.0,1062,0.4335994140625,False,REGULAR,USD,2023-12-15
AAPL231215C00285000,2023-10-10 16:27:19+00:00,285.0,0.01,0.0,0.02,0.0,0.0,40.0,265,0.44922425781249997,False,REGULAR,USD,2023-12-15
AAPL231215C00290000,2023-10-10 13:37:57+00:00,290.0,0.01,0.0,0.02,0.0,0.0,1.0,934,0.46094289062500005,False,REGULAR,USD,2023-12-15
AAPL231215C00295000,2023-10-18 15:46:18+00:00,295.0,0.01,0.0,0.01,0.0,0.0,1.0,4909,0.445318046875,False,REGULAR,USD,2023-12-15
AAPL240119C00050000,2023-10-24 19:29:19+00:00,50.0,124.25,123.55,124.4,-8.0,-6.0491495,69.0,17566,1.291019169921875,True,REGULAR,USD,2024-01-19
AAPL240119C00055000,2023-09-27 16:23:53+00:00,55.0,115.57,118.65,119.45,0.0,0.0,57.0,3547,1.2236366943359376,True,REGULAR,USD,2024-01-19
AAPL240119C00060000,2023-10-16 18:11:37+00:00,60.0,118.82,113.7,114.55,0.0,0.0,2.0,1968,1.16016044921875,True,REGULAR,USD,2024-01-19
AAPL240119C00065000,2023-10-03 15:50:34+00:00,65.0,107.64,108.6,109.6,0.0,0.0,5.0,2002,1.0717819848632817,True,REGULAR,USD,2024-01-19
AAPL240119C00070000,2023-10-12 16:32:46+00:00,70.0,112.98,103.7,104.6,0.0,0.0,2.0,2157,1.0102588549804685,True,REGULAR,USD,2024-01-19
AAPL240119C00075000,2023-10-23 19:54:58+00:00,75.0,98.0,99.15,99.4,-0.8499985,-0.8598871,1.0,2494,0.9687503125,True,REGULAR,USD,2024-01-19
AAPL240119C00080000,2023-10-24 17:30:54+00:00,80.0,93.35,94.2,94.45,-4.25,-4.3545084,9.0,1421,0.9118661157226562,True,REGULAR,USD,2024-01-19
AAPL240119C00085000,2023-10-23 17:15:02+00:00,85.0,89.44,89.3,89.55,0.0,0.0,12.0,470,0.866212275390625,True,REGULAR,USD,2024-01-19
AAPL240119C00090000,2023-10-23 19:32:29+00:00,90.0,83.74,84.4,84.65,-0.45999908,-0.5463172,1.0,1826,0.8212908496093749,True,REGULAR,USD,2024-01-19
AAPL240119C00095000,2023-10-19 14:42:27+00:00,95.0,83.06,79.5,79.75,0.0,0.0,10.0,3253,0.7768577001953125,True,REGULAR,USD,2024-01-19
AAPL240119C00100000,2023-10-24 15:02:04+00:00,100.0,74.0,74.6,74.85,0.25,0.33898306,17.0,7389,0.7331569653320311,True,REGULAR,USD,2024-01-19
AAPL240119C00105000,2023-10-23 13:49:04+00:00,105.0,67.4,69.7,69.95,0.0,0.0,1.0,1606,0.6899445068359377,True,REGULAR,USD,2024-01-19
AAPL240119C00110000,2023-10-20 15:18:31+00:00,110.0,65.08,64.8,65.05,0.0,0.0,1.0,3531,0.6472203247070312,True,REGULAR,USD,2024-01-19
AAPL240119C00115000,2023-10-23 13:51:04+00:00,115.0,57.72,59.9,60.2,0.0,0.0,4.0,1890,0.6071816625976563,True,REGULAR,USD,2024-01-19
AAPL240119C00120000,2023-10-23 16:12:04+00:00,120.0,54.24,55.05,55.35,-0.26999664,-0.49531582,12.0,8776,0.569340244140625,True,REGULAR,USD,2024-01-19
AAPL240119C00125000,2023-10-24 17:06:08+00:00,125.0,48.9,50.25,50.5,-1.1099968,-2.2195497,1.0,9084,0.5329636547851562,True,REGULAR,USD,2024-01-19
AAPL240119C00130000,2023-10-24 13:45:53+00:00,130.0,44.75,45.45,45.7,-0.7200012,-1.5834643,5.0,6705,0.5059863854980469,True,REGULAR,USD,2024-01-19
AAPL240119C00135000,2023-10-23 19:04:59+00:00,135.0,41.19,40.7,40.95,0.0,0.0,4.0,8502,0.4715629016113281,True,REGULAR,USD,2024-01-19
AAPL240119C00140000,2023-10-24 16:19:10+00:00,140.0,35.2,36.05,36.3,-0.97999954,-2.7086775,10.0,14382,0.4409235595703125,True,REGULAR,USD,2024-01-19
AAPL240119C00145000,2023-10-24 18:04:13+00:00,145.0,30.5,31.5,31.7,-0.79999924,-2.555908,20.0,12376,0.4099790447998046,True,REGULAR,USD,2024-01-19
AAPL240119C00150000,2023-10-24 19:23:50+00:00,150.0,27.25,27.05,27.25,0.25,0.9259259,79.0,29526,0.38245246459960935,True,REGULAR,USD,2024-01-19
AAPL240119C00155000,2023-10-24 19:48:21+00:00,155.0,23.0,22.8,22.9,0.29999924,1.3215826,42.0,11049,0.35455967712402336,True,REGULAR,USD,2024-01-19
AAPL240119C00160000,2023-10-24 19:22:03+00:00,160.0,18.99,18.75,18.85,0.23999977,1.2799988,20.0,23731,0.3320379296875,True,REGULAR,USD,2024-01-19
AAPL240119C00165000,2023-10-24 19:44:31+00:00,165.0,15.05,15.0,15.1,-0.010000229,-0.06640258,174.0,18068,0.31214066772460936,True,REGULAR,USD,2024-01-19
AAPL240119C00170000,2023-10-24 19:57:49+00:00,170.0,11.68,11.55,11.7,0.119999886,1.0380613,490.0,31374,0.29407444213867184,True,REGULAR,USD,2024-01-19
AAPL240119C00175000,2023-10-24 19:59:15+00:00,175.0,8.65,8.55,8.65,0.049999237,0.58138645,1973.0,64003,0.2758861474609374,False,REGULAR,USD,2024-01-19
AAPL240119C00180000,2023-10-24 19:56:26+00:00,180.0,6.08,6.0,6.1,-0.010000229,-0.16420737,540.0,64635,0.260200269165039,False,REGULAR,USD,2024-01-19
AAPL240119C00185000,2023-10-24 19:54:33+00:00,185.0,3.98,3.95,4.05,-0.09000015,-2.2113059,1195.0,47694,0.2459181854248047,False,REGULAR,USD,2024-01-19
AAPL240119C00190000,2023-10-24 19:59:53+00:00,190.0,2.52,2.49,2.53,-0.07999992,-3.0769203,2016.0,59237,0.23389437988281248,False,REGULAR,USD,2024-01-19
AAPL240119C00195000,2023-10-24 19:51:50+00:00,195.0,1.5,1.46,1.51,-0.03999996,-2.5974002,971.0,56754,0.22522747436523435,False,REGULAR,USD,2024-01-19
AAPL240119C00200000,2023-10-24 19:54:31+00:00,200.0,0.86,0.83,0.86,-0.03999996,-4.4444404,2034.0,71218,0.21875781249999998,False,REGULAR,USD,2024-01-19
AAPL240119C00205000,2023-10-24 19:14:01+00:00,205.0,0.48,0.47,0.49,-0.030000001,-5.8823533,712.0,50631,0.215828154296875,False,REGULAR,USD,2024-01-19
AAPL240119C00210000,2023-10-24 19:38:30+00:00,210.0,0.28,0.27,0.29,-0.02000001,-6.66667,899.0,66424,0.21656056884765623,False,REGULAR,USD,2024-01-19
AAPL240119C00215000,2023-10-24 19:28:59+00:00,215.0,0.17,0.16,0.18,-0.010000005,-5.555558,52.0,63605,0.21949022705078125,False,REGULAR,USD,2024-01-19
AAPL240119C00220000,2023-10-24 18:34:53+00:00,220.0,0.12,0.1,0.12,0.0,0.0,259.0,58782,0.22461712890624996,False,REGULAR,USD,2024-01-19
AAPL240119C00225000,2023-10-24 15:09:08+00:00,225.0,0.07,0.07,0.08,-0.009999998,-12.499998,26.0,22111,0.229499892578125,False,REGULAR,USD,2024-01-19
AAPL240119C00230000,2023-10-24 19:26:09+00:00,230.0,0.05,0.05,0.07,-0.02,-28.571426,30.0,14011,0.242195078125,False,REGULAR,USD,2024-01-19
AAPL240119C00235000,2023-10-24 17:50:48+00:00,235.0,0.05,0.02,0.05,0.0,0.0,34.0,10005,0.24805439453125,False,REGULAR,USD,2024-01-19
AAPL240119C00240000,2023-10-24 17:02:49+00:00,240.0,0.03,0.03,0.05,0.0,0.0,8.0,13003,0.26270268554687504,False,REGULAR,USD,2024-01-19
AAPL240119C00245000,2023-10-24 14:28:05+00:00,245.0,0.03,0.02,0.04,0.0,0.0,5.0,8788,0.270515107421875,False,REGULAR,USD,2024-01-19
AAPL240119C00250000,2023-10-24 14:09:38+00:00,250.0,0.02,0.02,0.08,0.0,0.0,14.0,15744,0.30762411132812495,False,REGULAR,USD,2024-01-19
AAPL240119C00255000,2023-10-24 16:21:06+00:00,255.0,0.02,0.02,0.05,-0.01,-33.333336,35.0,1643,0.304694453125,False,REGULAR,USD,2024-01-19
AAPL240119C00260000,2023-10-23 18:18:32+00:00,260.0,0.02,0.01,0.03,0.0,0.0,1113.0,9916,0.30274134765625,False,REGULAR,USD,2024-01-19
